Loi,Groupe,Député,Vote
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. André Villiers,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Jean-Luc Warsmann,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Christophe Naegelen,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Sophie Auconie,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",Mme Laure de La Raudière,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,"UDI, Agir et Indépendants",M. Michel Zumkeller,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. M'jid El Guerrab,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Jean-Félix Acquaviva,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Michel Castellani,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Jean-Michel Clément,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Paul-André Colombani,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Charles de Courson,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,Mme Jeanine Dubié,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,Mme Frédérique Dumas,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Olivier Falorni,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Yannick Favennec-Bécot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,Mme Sandrine Josso,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. François-Michel Lambert,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Jean Lassalle,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Paul Molac,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Matthieu Orphelin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Bertrand Pancher,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,Mme Sylvia Pinel,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. François Pupponi,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Libertés et Territoires,M. Philippe Vigier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Clémentine Autain,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Ugo Bernalicis,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Éric Coquerel,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Alexis Corbière,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Caroline Fiat,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Bastien Lachaud,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Michel Larive,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Jean-Luc Mélenchon,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Danièle Obono,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Mathilde Panot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Loïc Prud'homme,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Adrien Quatennens,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. Jean-Hugues Ratenon,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Muriel Ressiguier,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Sabine Rubin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,M. François Ruffin,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,La France insoumise,Mme Bénédicte Taurine,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Olivier Gaillard,Pour
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Louis Aliot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Bruno Bilde,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Sébastien Chenu,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Nicolas Dupont-Aignan,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. José Evrard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Paula Forteza,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Marine Le Pen,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Marie-France Lorho,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Nicolas Meizonnet,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Emmanuelle Ménard,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Sébastien Nadot,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,M. Joachim Son-Forget,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Frédérique Tuffnell,Contre
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Delphine Bagarry,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Jennifer De Temmerman,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Albane Gaillot,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Agnès Thill,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Sabine Thillaye,Abstention
Analyse du scrutin n°2742 - 15e législature - Assemblée nationale,Députés non inscrits,Mme Martine Wonner,Abstention
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Ibrahim Aboubacar,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Pierre Allossery,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Nathalie Appéré,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Joël Aviragnet,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Pierre Aylagas,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Paul Bacquet,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Gérard Bapt,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Marie-Noëlle Battistel,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Luc Belot,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Erwann Binet,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Yves Blein,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Patrick Bloche,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Daniel Boisserie,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Florent Boudié,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Brigitte Bourguignon,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Louis Bricout,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Emeric Bréhier,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Vincent Burroni,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Alain Calmette,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Colette Capdevielle,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Marie-Arlette Carlotti,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Martine Carrillon-Couvreur,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Yves Caullet,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Guy Chambefort,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Marie-Anne Chapdelaine,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Marie-Françoise Clergeau,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Michel Clément,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Romain Colas,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Catherine Coutelle,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Frédéric Cuvillier,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Carlos Da Silva,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Pascal Deguilhem,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Guy Delcourt,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Sébastien Denaja,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Françoise Descamps-Crosnier,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. René Dosière,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Pierre Dufau,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Françoise Dumas,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Louis Dumont,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Olivier Dussopt,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Corinne Erhel,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Martine Faure,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Alain Fauré,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Hugues Fourage,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Valérie Fourneyron,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Christian Franqueville,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Michel Françaix,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Louis Gagnaire,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Geneviève Gaillard,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Jean-Patrick Gille,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Yves Goasdoué,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Daniel Goldberg,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Geneviève Gosselin-Fleury,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",M. Laurent Grandguillaume,Pour
Analyse du scrutin n°997 - 14e législature - Assemblée nationale,"Socialiste, républicain et citoyen",Mme Estelle Grelier,Pour
